,Q1A,Q2A,Q3A,Q4A,Q5A,Q6A,Q7A,Q8A,Q9A,Q10A,Q11A,Q12A,Q13A,Q14A,Q15A,Q16A,Q17A,Q18A,Q19A,Q20A,Q21A,Q22A,Q23A,Q24A,Q25A,Q26A,Q27A,Q28A,Q29A,Q30A,Q31A,Q32A,Q33A,Q34A,Q35A,Q36A,Q37A,Q38A,Q39A,Q40A,Q41A,Q42A,gender
32969,3,3,2,1,2,3,2,1,2,2,3,1,1,3,1,2,1,2,1,1,1,1,1,2,2,1,3,2,2,1,1,2,1,1,3,2,1,2,2,2,1,3,1
32970,1,1,3,3,4,1,1,2,2,4,1,1,4,1,1,4,4,3,1,4,3,3,1,4,3,4,1,3,1,1,3,1,2,3,1,3,2,2,1,1,4,4,2
32971,4,4,4,3,4,4,3,3,3,4,4,3,4,4,1,4,4,2,2,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,2
32972,3,2,3,2,4,3,4,3,4,4,3,4,3,3,3,4,2,2,3,3,3,3,2,3,2,3,3,3,3,4,3,2,3,2,4,3,4,2,3,4,3,4,2
32973,1,3,2,2,4,2,4,2,4,4,2,1,2,2,1,1,1,2,3,3,2,2,1,4,2,2,2,1,3,2,1,2,1,3,2,2,2,3,1,4,1,1,1
32974,4,3,3,4,4,3,3,4,3,4,4,3,4,4,4,3,4,3,1,3,4,3,2,3,4,4,4,3,4,4,3,4,4,3,2,3,3,4,3,3,3,4,2
32975,3,4,2,1,3,3,4,3,4,1,4,4,4,4,1,3,3,1,4,3,3,3,1,2,3,3,3,2,4,2,2,3,2,3,3,2,3,3,3,4,2,4,2
32976,2,2,3,2,3,1,2,2,2,1,2,3,3,1,3,2,1,2,2,1,2,1,1,1,2,4,1,1,1,1,1,2,2,1,1,1,2,4,2,2,2,3,2
32977,2,2,1,2,1,3,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,3,2,2,1
32978,1,2,1,1,2,2,1,3,3,2,3,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,3,2,1,2,1
32979,2,1,2,1,3,2,1,2,2,3,2,2,3,2,1,2,2,2,1,1,2,3,1,3,1,3,2,1,2,1,3,3,2,2,2,2,2,2,3,1,1,2,1
32980,4,1,2,1,3,4,1,1,1,1,3,4,3,1,1,3,2,4,1,1,1,1,1,3,1,2,1,1,1,1,2,2,2,1,4,1,1,1,3,4,1,3,1
32981,2,4,2,1,1,2,1,3,3,1,4,1,2,2,1,2,3,2,1,2,3,2,3,2,1,2,2,1,2,1,2,1,3,2,2,2,4,2,1,1,1,2,2
32982,4,4,1,2,3,4,4,2,4,1,4,4,2,2,1,1,1,2,1,2,1,1,1,2,2,2,3,4,4,2,3,4,4,1,2,4,4,1,2,2,4,3,2
32983,2,3,2,2,2,2,3,1,2,2,3,2,4,1,1,2,1,2,2,2,3,1,2,2,1,3,1,2,2,4,2,4,4,1,3,2,3,1,1,4,1,2,2
32984,2,1,2,2,3,2,2,3,3,1,2,3,2,1,1,2,2,3,1,3,1,3,1,2,3,3,3,2,3,2,2,2,3,2,2,2,1,1,2,3,1,3,2
32985,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2
32986,4,3,3,1,4,1,2,3,4,3,4,3,4,4,1,3,4,3,3,2,2,2,1,3,3,3,4,3,2,4,2,3,3,4,4,4,2,4,2,2,3,4,2
32987,2,4,1,2,1,1,2,2,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,3,2,1,2,1,2,1,1,2,1,1,2
32988,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2
32989,3,3,2,1,4,3,1,2,2,4,3,3,3,4,1,4,3,3,3,2,3,2,1,4,2,4,4,2,2,4,3,3,3,4,3,3,4,3,3,3,4,4,1
32990,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1
32991,4,2,2,4,4,4,3,3,4,4,3,2,4,1,1,4,4,4,4,2,4,2,3,4,1,4,1,3,4,4,4,3,4,4,3,4,4,4,4,3,1,2,2
32992,2,4,1,1,4,4,1,1,1,4,3,1,4,2,1,4,4,2,1,3,4,1,1,4,1,4,4,1,4,4,1,3,3,4,4,2,4,4,3,4,1,4,2
32993,2,2,1,1,1,2,1,1,2,2,2,2,2,3,1,1,3,1,1,1,1,1,1,2,3,3,1,1,2,1,1,2,2,2,2,3,2,1,1,2,1,2,2
32994,3,2,2,1,3,2,2,2,3,3,4,2,4,2,1,2,3,1,3,2,3,1,1,3,2,3,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2
32995,3,3,3,2,4,3,2,2,4,2,4,4,4,3,3,2,4,2,4,3,2,3,2,3,4,4,4,4,3,4,2,4,3,4,4,4,2,1,2,4,4,4,1
32996,4,2,2,4,3,2,4,2,4,2,4,4,4,2,3,2,4,2,4,4,3,2,2,3,4,3,2,3,3,4,3,2,4,3,2,4,2,4,2,3,3,3,2
32997,2,3,3,1,3,2,1,2,1,2,4,1,3,3,2,4,3,3,1,1,2,3,1,4,1,4,4,1,2,3,3,2,1,3,3,3,3,2,3,2,2,4,2
32998,4,4,4,3,3,1,1,2,2,4,4,2,4,4,2,4,2,4,2,3,4,2,4,4,3,4,4,1,4,1,4,4,2,4,1,4,4,4,4,1,1,4,2
32999,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1
33000,4,1,2,1,1,2,2,1,3,2,4,2,2,1,1,4,2,2,1,2,1,2,1,4,2,2,2,2,4,2,3,4,2,3,3,1,2,1,2,1,2,1,1
33001,3,1,4,3,4,4,2,4,3,4,4,3,4,2,3,3,4,4,2,4,4,2,2,3,2,2,3,4,4,4,3,2,3,4,3,4,3,4,3,3,2,3,2
33002,2,2,1,1,2,1,2,2,4,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,4,2,1,2,2,2,2,1,1,2,2,2,2,2,2
33003,4,4,1,3,1,3,4,2,4,1,1,3,3,4,3,1,1,1,3,1,1,3,2,1,3,2,3,4,2,4,1,1,3,4,4,4,1,2,2,4,1,3,2
33004,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2
33005,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2
33006,3,4,4,3,2,4,2,3,4,2,4,3,4,4,3,4,4,3,3,2,4,3,4,4,3,3,4,3,4,4,4,4,3,4,3,4,4,4,3,4,2,4,2
33007,2,2,4,3,2,1,2,3,3,3,2,4,3,3,2,4,4,1,2,4,4,3,3,3,2,2,3,3,2,3,2,3,3,4,2,4,4,4,3,3,1,4,2
33008,2,3,2,3,2,2,2,3,3,4,3,3,4,3,2,2,3,2,3,3,3,2,3,3,1,3,2,2,3,2,3,2,3,4,3,4,3,4,2,4,2,2,2
33009,4,1,2,2,2,3,1,2,4,3,4,3,2,2,1,3,4,2,1,3,3,2,1,2,2,2,3,2,4,4,2,3,2,4,3,3,3,4,2,4,1,2,2
33010,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,3,4,1,2,3,1,2,2,1,1,1,4,2
33011,1,2,1,1,2,3,2,2,4,2,2,2,2,2,1,2,2,4,2,1,2,2,2,2,1,3,1,4,3,2,1,3,2,2,1,2,2,1,2,3,1,1,2
33012,4,1,4,1,4,2,1,2,3,4,4,4,4,4,1,4,4,4,1,3,4,2,1,4,1,2,4,1,4,2,4,3,1,4,2,3,4,4,4,4,1,4,2
33013,4,4,4,2,3,4,2,4,2,3,4,3,4,4,2,4,4,2,3,2,4,4,2,3,3,4,3,2,4,2,3,4,2,4,3,2,4,4,3,3,2,3,2
33014,3,1,3,1,2,4,1,3,3,3,3,4,3,2,1,1,2,2,1,3,2,4,1,2,1,4,3,2,3,1,3,2,3,4,1,2,1,1,3,4,1,2,2
33015,3,2,1,2,4,4,2,4,4,4,4,4,3,4,2,4,4,2,3,4,4,3,2,3,3,3,3,4,4,3,3,4,4,4,3,4,4,4,2,4,2,1,2
33016,3,1,2,1,2,1,2,1,2,3,2,1,2,1,3,3,3,1,1,2,3,1,1,3,1,3,3,1,2,1,2,1,2,3,3,1,2,2,3,1,1,3,2
33017,4,3,3,2,2,3,1,2,4,3,4,4,4,3,2,2,4,1,4,4,3,3,1,2,3,4,2,3,3,4,3,2,3,4,3,3,3,4,3,4,2,3,2
33018,2,3,3,1,2,3,1,2,2,3,3,2,3,3,1,3,3,3,1,2,2,2,1,3,1,2,4,2,3,3,2,3,2,4,2,2,3,2,2,3,1,3,1
33019,3,2,4,3,4,3,1,1,2,4,4,1,3,1,2,3,4,4,1,2,4,1,1,4,3,3,4,1,2,3,3,4,1,4,4,1,4,4,2,2,1,4,2
33020,2,1,3,2,2,3,2,3,3,4,4,2,4,2,2,4,4,4,1,2,3,2,1,4,2,2,3,2,3,2,3,2,2,4,2,2,4,4,2,4,1,2,2
33021,3,2,2,4,2,4,1,4,4,2,4,3,4,3,1,2,3,2,2,1,3,3,1,2,1,2,4,3,4,4,2,4,2,2,4,1,2,2,2,3,1,4,2
33022,4,2,3,2,3,4,4,2,2,4,4,4,4,4,2,3,4,4,3,4,4,4,1,4,3,4,4,2,2,4,4,2,2,4,4,4,4,4,4,4,3,2,2
33023,4,1,2,1,3,4,1,2,1,4,4,3,4,4,1,2,2,4,2,1,1,2,1,3,1,4,4,1,1,1,2,1,3,2,2,1,1,2,4,3,2,4,2
33024,4,3,2,1,2,3,1,1,4,2,2,1,2,1,1,4,3,2,1,1,3,2,1,4,2,1,3,1,1,3,2,2,1,3,2,2,4,4,1,2,1,4,1
33025,3,4,3,1,4,2,1,2,3,3,4,3,4,3,2,4,4,3,1,2,4,2,1,3,4,4,2,1,4,4,4,4,3,4,2,4,3,4,2,4,1,4,1
33026,1,1,3,2,1,2,1,1,2,3,1,2,4,1,2,1,1,2,1,1,3,1,2,1,3,3,1,3,1,1,3,4,2,3,1,3,3,4,3,2,1,3,1
33027,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,2,2,3,2,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2
33028,3,1,2,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,2,3,4,2,2,3,2,3,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2
33029,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,4,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2
33030,4,4,1,2,2,4,1,1,4,2,4,1,2,2,4,2,2,1,1,2,4,4,1,2,4,2,2,2,4,2,2,2,1,4,1,1,1,4,1,4,1,2,2
33031,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
33032,4,3,2,3,2,3,3,3,3,3,3,2,2,3,1,2,2,2,3,2,3,2,3,2,2,3,2,2,3,3,2,2,2,3,3,3,2,3,2,3,2,2,1
33033,4,1,4,1,1,1,1,4,3,3,4,3,4,4,2,4,4,3,2,4,2,2,1,4,1,3,2,3,4,3,3,2,3,3,2,3,4,3,2,4,1,2,2
33034,3,2,4,2,4,2,1,3,3,4,3,4,3,1,2,4,4,3,2,2,4,3,3,4,2,2,3,3,3,4,4,3,4,4,1,3,4,4,2,3,1,4,2
33035,4,2,2,3,1,4,3,2,4,1,4,3,3,2,3,1,2,4,3,3,2,3,4,2,3,4,3,2,3,4,2,3,2,3,3,4,2,3,4,3,3,3,2
33036,3,2,3,2,2,2,2,3,4,4,3,3,4,1,1,4,4,4,2,2,4,2,2,3,4,4,4,3,3,2,4,2,4,4,2,2,4,4,2,4,2,3,2
33037,1,1,2,1,2,4,2,1,2,1,4,2,2,3,1,1,1,3,1,1,1,1,1,1,1,2,3,2,1,1,1,2,3,2,3,2,1,1,3,2,1,1,2
33038,3,4,3,2,3,3,2,2,3,3,3,2,3,4,2,4,4,4,2,2,4,3,3,3,2,3,3,2,3,3,4,1,2,4,2,4,4,4,2,2,1,4,1
33039,4,1,2,1,2,4,1,2,3,4,3,1,3,4,2,4,4,1,1,3,4,2,1,4,1,2,4,1,3,4,4,3,1,3,2,2,4,4,2,4,1,2,2
33040,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,3,1,1,2,1,2,2,2
33041,3,4,1,2,4,3,4,1,3,1,3,2,3,3,2,4,3,2,1,4,3,1,1,2,2,4,3,1,3,3,1,2,2,3,2,3,3,1,1,4,4,2,2
33042,4,2,3,1,3,2,2,2,3,3,3,2,3,3,1,3,4,4,3,2,2,2,2,4,1,3,3,2,4,3,2,2,2,3,2,2,4,4,2,4,2,2,1
33043,3,2,3,4,4,1,1,2,4,4,2,2,4,2,1,4,4,2,1,3,2,3,1,4,4,4,1,3,1,4,4,1,2,4,1,4,4,4,2,4,3,4,2
33044,4,3,2,2,3,3,2,3,4,4,3,3,3,2,2,3,3,2,3,3,3,2,1,3,3,3,3,3,2,4,2,2,3,3,2,3,3,3,3,4,2,4,1
33045,4,1,2,1,3,2,2,2,3,3,4,3,4,4,1,4,4,2,2,2,4,3,1,3,2,3,2,2,3,3,4,2,2,4,2,4,4,4,3,2,2,4,2
33046,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2
33047,4,3,4,2,4,3,2,3,4,4,4,2,4,4,2,4,4,4,2,3,4,4,2,4,2,3,4,3,4,4,4,3,3,4,4,2,4,4,4,4,2,4,1
33048,4,4,3,2,4,4,4,4,4,3,4,3,4,4,2,3,4,4,4,4,4,3,1,3,3,3,4,2,4,4,3,4,3,4,1,4,4,4,3,4,3,4,2
33049,4,2,3,1,3,2,2,2,4,4,4,2,4,2,4,2,2,3,1,3,2,3,2,4,3,2,3,2,3,4,3,2,1,3,3,2,3,4,2,3,1,3,2
33050,3,1,3,1,2,1,1,2,2,3,2,2,2,3,2,3,2,2,1,2,2,2,1,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
33051,2,2,2,2,4,2,2,3,4,4,2,4,2,1,1,1,4,2,1,2,2,2,1,2,2,2,2,3,4,4,3,1,2,4,4,2,4,2,3,4,2,2,2
33052,3,4,3,3,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,2
33053,3,1,2,3,3,4,1,2,4,2,3,4,4,2,1,2,4,4,4,4,3,1,1,3,1,4,4,3,1,2,2,2,3,4,1,2,3,4,4,4,2,4,2
33054,2,1,1,1,1,2,1,1,1,4,3,1,1,2,2,1,2,3,1,2,3,1,2,1,1,1,1,1,2,1,3,1,1,2,2,2,2,2,1,2,1,1,2
33055,2,2,2,1,1,3,2,2,4,1,2,4,2,2,1,2,1,3,1,2,1,2,1,1,1,1,2,2,2,2,2,3,4,1,3,3,2,1,2,4,3,1,2
33056,4,3,3,3,3,1,3,2,3,3,4,3,4,2,3,3,4,4,2,4,1,3,1,4,3,4,4,4,4,4,3,4,3,4,2,3,3,2,3,4,4,4,2
33057,2,2,1,2,2,3,2,1,3,3,4,2,4,1,1,4,4,3,1,1,4,3,1,1,4,4,4,1,2,2,3,2,3,4,1,1,4,4,4,4,2,3,1
33058,4,1,3,1,4,2,1,3,3,4,2,1,4,2,1,4,4,1,2,2,4,2,1,3,2,2,2,2,2,1,4,3,1,4,2,1,4,4,2,2,1,2,2
33059,2,4,4,1,4,2,2,4,2,4,4,2,4,4,2,4,4,1,1,4,4,4,2,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,2,4,1,4,2
33060,3,2,3,1,3,2,1,2,3,3,2,2,2,4,1,3,4,4,1,4,1,2,1,3,1,2,3,3,2,4,3,3,2,2,1,2,3,1,2,2,1,3,2
33061,3,3,2,1,3,3,2,2,4,2,3,3,3,2,1,2,3,3,4,3,2,2,1,3,1,3,2,1,3,2,2,2,2,3,4,3,3,1,2,2,2,2,2
33062,4,3,4,3,3,4,2,4,4,4,4,2,3,2,2,4,3,3,1,4,4,4,2,4,3,4,4,2,4,4,3,3,4,3,3,4,4,2,2,4,2,3,1
33063,1,2,1,2,2,2,4,1,2,1,3,2,1,1,2,2,1,2,2,2,1,2,1,1,4,1,1,2,2,2,1,2,1,1,2,1,1,1,2,2,3,1,2
33064,4,1,2,1,2,2,1,2,4,1,3,3,3,1,2,2,4,2,1,2,3,2,1,2,1,3,2,2,3,2,1,1,3,4,1,2,1,3,2,2,1,1,2
33065,1,4,1,2,2,2,1,1,2,3,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,3,2
33066,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,1,4,2,1,4,4,4,4,4,4,2,4,4,4,4,4,1,4,4,4,3,4,4,1
33067,2,2,2,1,2,3,3,2,3,2,3,2,2,4,1,3,2,2,3,2,2,2,1,2,2,2,3,2,2,3,3,4,2,3,2,1,3,2,2,4,4,4,1
33068,4,2,3,1,3,3,2,2,4,4,4,2,4,3,2,3,4,3,2,2,3,3,1,3,2,4,2,3,3,3,3,3,3,4,3,2,3,3,3,4,2,3,1
33069,4,1,3,3,3,3,3,3,2,4,3,3,4,1,2,1,4,1,1,1,4,2,1,4,4,4,3,3,4,3,2,3,2,4,2,1,4,4,3,2,2,4,2
33070,3,4,2,1,3,4,2,3,3,2,3,1,3,2,2,3,3,3,2,2,2,2,2,3,2,4,2,2,3,4,2,2,2,4,3,3,2,3,2,3,3,3,2
33071,4,1,2,1,1,1,1,4,2,4,4,1,4,4,1,4,1,4,1,1,4,1,1,4,4,4,4,1,4,1,2,4,1,1,4,1,4,4,4,1,1,2,1
33072,1,1,2,2,3,1,2,3,3,1,2,4,1,1,3,2,1,1,1,4,1,3,2,3,3,1,2,3,3,1,1,1,3,1,2,3,1,1,3,3,3,3,2
33073,2,2,1,1,1,2,1,2,2,2,3,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,3,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,2
33074,2,1,2,2,3,3,3,2,3,4,2,2,2,1,4,2,3,1,2,3,2,2,2,4,3,3,3,2,2,3,2,2,2,2,2,2,3,1,3,3,3,3,2
33075,2,1,3,1,4,3,2,3,1,4,3,1,4,2,2,4,3,2,1,1,4,2,1,3,3,4,3,2,3,2,2,2,2,2,2,1,4,4,3,3,2,3,2
33076,4,4,4,3,4,4,2,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,2,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,3,3,2
33077,4,4,4,3,4,4,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,4,3,3,4,4,3,4,4,4,4,4,4,3,3,4,3,2
33078,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
33079,1,4,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1
33080,4,2,4,1,4,2,2,4,4,2,4,4,4,4,2,4,2,4,1,2,2,4,2,4,1,4,4,2,2,4,4,4,4,2,4,4,2,2,4,4,1,4,2
33081,3,3,3,2,4,3,2,3,3,4,3,4,4,3,3,3,3,3,3,3,4,3,1,2,2,4,4,3,3,2,2,2,4,3,2,3,4,4,4,2,2,4,2
33082,2,1,3,3,3,3,2,4,3,3,2,4,4,4,3,2,2,3,4,3,1,2,1,2,2,3,2,2,2,2,2,2,4,4,2,2,2,1,2,3,1,3,2
33083,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
33084,1,1,1,1,1,1,2,2,4,1,1,3,1,4,2,2,1,1,2,3,1,3,1,2,1,2,2,3,2,4,2,2,4,1,1,4,2,1,3,3,4,2,1
33085,3,4,3,3,4,2,2,4,4,4,4,4,4,3,3,4,4,2,3,2,4,4,4,4,3,4,4,3,4,3,4,2,3,4,2,2,4,4,4,3,4,4,2
33086,4,4,1,2,3,2,3,4,4,2,4,2,3,2,2,4,3,1,1,4,1,4,2,2,3,3,2,4,2,2,2,2,3,3,3,3,1,1,2,2,2,2,2
33087,2,3,2,1,2,1,1,2,1,2,1,1,3,1,2,2,3,4,2,1,1,1,1,2,2,3,2,1,2,1,2,4,1,3,1,1,1,1,2,2,1,3,1
33088,4,2,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2
33089,2,1,2,1,2,4,2,2,4,2,3,2,3,2,2,1,2,3,2,2,3,2,2,2,1,4,2,2,4,4,2,3,2,3,2,2,2,2,2,3,2,4,2
33090,2,2,2,4,2,2,1,4,3,2,2,2,3,3,1,2,3,2,1,3,2,1,1,2,2,4,2,2,3,2,1,2,2,3,3,2,2,2,2,3,1,3,2
33091,4,4,4,3,4,4,4,2,4,4,4,2,4,4,2,4,4,4,1,1,4,4,1,4,2,4,4,2,4,1,2,4,2,4,1,2,4,4,3,1,3,3,2
33092,3,3,3,2,2,4,2,3,3,3,4,3,3,2,1,4,3,3,2,2,4,3,2,2,3,3,3,2,4,2,3,3,2,3,3,3,3,4,2,2,3,2,1
33093,4,2,4,3,1,2,3,4,4,4,4,4,2,2,3,3,4,3,2,2,3,3,3,4,3,4,4,3,3,1,4,1,2,1,4,4,1,2,4,4,3,4,2
33094,4,2,3,1,2,3,1,2,3,1,4,2,3,3,1,3,3,3,1,2,1,2,1,2,1,4,2,1,3,3,2,2,2,3,2,3,2,1,2,4,1,3,2
33095,4,3,2,2,2,2,1,2,4,3,4,3,4,2,1,1,4,2,1,2,2,1,3,2,2,4,4,2,2,2,2,3,2,4,4,2,4,3,3,2,2,2,2
33096,4,4,2,4,4,4,4,4,4,3,4,4,3,4,3,3,4,3,3,4,3,4,2,4,4,3,4,3,4,4,3,4,4,4,4,4,2,2,3,4,4,4,2
33097,2,3,2,1,2,1,1,3,2,2,2,2,4,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,3,2,2,3,2,2,2,2,1,2,3,2,1,3,2
33098,4,1,1,1,1,4,2,1,1,1,4,3,2,3,2,1,1,2,1,2,2,2,1,2,3,2,3,1,4,1,2,1,2,2,2,1,2,1,2,2,2,2,2
33099,3,2,2,2,2,3,3,4,4,1,3,4,2,4,1,1,2,2,4,4,1,2,1,1,4,2,4,4,2,3,2,1,4,2,1,2,1,2,3,2,4,4,2
33100,1,2,2,1,1,2,1,1,2,4,2,2,2,2,1,2,3,3,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,3,1,3,2
33101,3,2,2,2,1,3,2,2,1,1,3,2,2,3,2,1,2,3,1,2,1,3,1,1,1,3,3,2,3,2,2,2,2,1,3,3,1,1,2,1,2,2,2
33102,4,2,4,1,4,2,3,2,3,4,3,2,4,2,1,4,3,2,1,1,3,3,1,4,2,4,3,4,3,4,4,3,2,3,3,2,4,3,3,4,1,4,2
33103,2,1,2,1,2,1,2,1,3,4,3,3,2,2,1,1,2,2,1,1,1,2,2,1,2,2,3,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,2
33104,4,2,3,3,3,4,3,3,4,2,4,4,4,4,4,3,4,1,4,3,3,4,2,3,4,4,4,2,4,4,3,3,3,4,2,3,2,4,4,4,2,4,2
33105,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,3,4,1,2,4,4,3,2,4,2,4,3,3,4,2,3,4,4,4,3,4,4,4,2,4,2,3,2
33106,2,1,4,1,3,1,1,1,1,4,2,1,3,1,2,4,2,2,1,1,3,1,1,3,1,3,2,1,2,1,4,1,1,2,1,2,3,2,1,2,1,4,2
33107,4,2,2,2,4,4,1,2,3,4,4,4,4,3,4,4,4,2,1,4,4,2,1,4,2,4,4,3,1,3,2,2,4,4,4,3,4,4,4,3,2,2,2
33108,3,3,2,1,2,4,2,2,3,1,4,2,2,3,2,1,2,2,1,3,2,2,1,4,1,2,4,2,4,4,2,4,2,3,2,2,2,1,3,4,1,2,2
33109,2,2,2,2,2,2,2,2,3,1,2,2,2,2,1,2,1,2,1,3,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1
33110,2,2,2,1,2,1,1,2,1,3,2,2,3,2,1,3,2,1,3,1,3,2,1,2,3,2,1,1,3,3,2,2,2,2,2,2,3,2,1,2,1,3,2
33111,4,2,4,1,3,4,2,4,4,2,4,4,4,4,4,4,4,1,4,4,4,4,1,3,2,4,4,3,4,4,3,3,4,4,2,4,2,4,4,4,4,3,2
33112,3,4,2,1,2,4,1,1,1,3,4,3,4,4,1,2,4,4,4,3,4,3,1,2,3,4,4,1,4,1,3,2,3,4,2,3,4,4,3,1,2,4,1
33113,3,1,3,2,3,2,1,2,1,3,2,1,4,1,2,1,4,1,1,3,4,3,3,3,3,4,2,1,3,1,2,1,1,4,2,3,2,4,2,2,1,2,2
33114,2,2,2,1,4,4,2,2,2,4,2,2,2,2,1,4,2,2,1,1,1,1,1,4,1,3,2,2,1,2,4,3,2,2,2,2,2,1,2,2,1,4,2
33115,3,1,2,3,3,3,1,3,4,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2
33116,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,4,3,2,4,2,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,2
33117,2,4,3,3,3,2,2,3,3,4,3,2,4,2,3,4,4,3,2,3,4,1,3,4,3,4,3,3,3,2,4,2,3,4,2,2,4,4,3,3,2,3,2
33118,3,1,4,1,4,1,1,1,1,4,3,2,2,4,1,3,4,3,1,1,4,2,1,3,1,2,4,1,2,1,2,1,1,4,1,1,4,4,2,1,1,1,2
33119,4,2,4,4,4,3,4,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,2
33120,4,2,3,3,4,4,1,4,4,4,4,4,4,4,2,4,3,4,4,3,2,4,2,4,4,3,2,3,4,4,4,4,4,3,4,3,4,3,4,4,2,4,2
33121,4,3,2,4,4,4,2,3,4,3,4,3,4,4,3,4,4,4,4,3,4,3,1,4,4,4,4,2,4,3,4,3,1,4,3,3,3,4,4,3,2,3,2
33122,2,4,1,3,2,3,2,3,3,1,4,3,3,2,1,2,1,3,3,4,1,2,2,2,2,3,3,2,3,3,1,2,3,2,2,3,1,1,2,2,3,2,2
